"48","053","Laukiz"
"48","054","Leioa"
"48","057","Lekeitio"
"48","055","Lemoa"
"48","056","Lemoiz"
"48","081","Lezama"
"48","903","Loiu"
"48","058","Mallabia"
"48","059","Mañaria"
"48","060","Markina-Xemein"
"48","061","Maruri-Jatabe"
"48","062","Mendata"
"48","063","Mendexa"
"48","064","Meñaka"
"48","066","Morga"
"48","068","Mundaka"
"48","069","Mungia"
"48","007","Munitibar-Arbatzegi Gerrikaitz"
"48","908","Murueta"
"48","071","Muskiz"
"48","067","Muxika"
"48","909","Nabarniz"
"48","073","Ondarroa"
"48","075","Orozko"
"48","083","Ortuella"
"48","072","Otxandio"
"48","077","Plentzia"
"48","078","Portugalete"
"48","082","Santurtzi"
"48","084","Sestao"
"48","904","Sondika"
"48","085","Sopela"
"48","086","Sopuerta"
"48","076","Sukarrieta"
"48","087","Trucios-Turtzioz"
"48","088","Ubide"
"48","065","Ugao-Miraballes"
"48","089","Urduliz"
"48","074","Urduña/Orduña"
"48","080","Valle de Trápaga-Trapagaran"
"48","095","Zaldibar"
"48","096","Zalla"
"48","905","Zamudio"
"48","097","Zaratamo"
"48","024","Zeanuri"
"48","025","Zeberio"
"48","913","Zierbena"
"48","915","Ziortza-Bolibar"
"20","001","Abaltzisketa"
"20","002","Aduna"
"20","016","Aia"
"20","003","Aizarnazabal"
"20","004","Albiztur"
"20","005","Alegia"
"20","006","Alkiza"
"20","906","Altzaga"
"20","007","Altzo"
"20","008","Amezketa"
"20","009","Andoain"
"20","010","Anoeta"
"20","011","Antzuola"
"20","012","Arama"
"20","013","Aretxabaleta"
"20","055","Arrasate/Mondragón"
"20","014","Asteasu"
"20","903","Astigarraga"
"20","015","Ataun"
"20","017","Azkoitia"
"20","018","Azpeitia"
"20","904","Baliarrain"
"20","019","Beasain"
"20","020","Beizama"
"20","021","Belauntza"
"20","022","Berastegi"
"20","074","Bergara"
"20","023","Berrobi"
"20","024","Bidania-Goiatz"
"20","029","Deba"
"20","069","Donostia / San Sebastián"
"20","030","Eibar"
"20","031","Elduain"
"20","033","Elgeta"
"20","032","Elgoibar"
"20","067","Errenteria"
"20","066","Errezil"
"20","034","Eskoriatza"
"20","035","Ezkio-Itsaso"
"20","038","Gabiria"
"20","037","Gaintza"
"20","907","Gaztelu"
"20","039","Getaria"
"20","040","Hernani"
"20","041","Hernialde"
"20","036","Hondarribia"
"20","042","Ibarra"
"20","043","Idiazabal"
"20","044","Ikaztegieta"
"20","045","Irun"
"20","046","Irura"
"20","047","Itsasondo"
"20","048","Larraul"
"20","902","Lasarte-Oria"
"20","049","Lazkao"
"20","050","Leaburu"
"20","051","Legazpi"
"20","052","Legorreta"
"20","068","Leintz Gatzaga"
"20","053","Lezo"
"20","054","Lizartza"
"20","901","Mendaro"
"20","057","Mutiloa"
"20","056","Mutriku"
"20","063","Oiartzun"
"20","058","Olaberria"
"20","059","Oñati"
"20","076","Ordizia"
"20","905","Orendain"
"20","060","Orexa"
"20","061","Orio"
"20","062","Ormaiztegi"
"20","064","Pasaia"
"20","070","Segura"
"20","065","Soraluze-Placencia de las Armas"
"20","071","Tolosa"
"20","072","Urnieta"
"20","077","Urretxu"
"20","073","Usurbil"
"20","075","Villabona"
"20","078","Zaldibia"
"20","079","Zarautz"
"20","025","Zegama"
"20","026","Zerain"
"20","027","Zestoa"
"20","028","Zizurkil"
"20","081","Zumaia"
"20","080","Zumarraga"
"31","001","Abáigar"
"31","002","Abárzuza"
"31","003","Abaurregaina/Abaurrea Alta"
"31","004","Abaurrepea/Abaurrea Baja"
"31","005","Aberin"
"31","006","Ablitas"
"31","007","Adiós"
"31","008","Aguilar de Codés"
"31","009","Aibar/Oibar"
"31","010","Altsasu/Alsasua"
"31","011","Allín"
"31","012","Allo"
"31","013","Améscoa Baja"
"31","014","Ancín"
"31","015","Andosilla"
"31","016","Ansoáin"
"31","017","Anue"
"31","018","Añorbe"
"31","019","Aoiz/Agoitz"
"31","020","Araitz"
"31","025","Arakil"
"31","021","Aranarache"
"31","023","Aranguren"
"31","024","Arano"
"31","022","Arantza"
"31","026","Aras"
"31","027","Arbizu"
"31","028","Arce/Artzi"
"31","029","Arcos (Los)"
"31","030","Arellano"
"31","031","Areso"
"31","032","Arguedas"
"31","033","Aria"
"31","034","Aribe"
"31","035","Armañanzas"
"31","036","Arróniz"
"31","037","Arruazu"
"31","038","Artajona"
"31","039","Artazu"
"31","040","Atez"
"31","058","Auritz/Burguete"
"31","041","Ayegui"
"31","042","Azagra"
"31","043","Azuelo"
"31","044","Bakaiku"
"31","901","Barañain"
"31","045","Barásoain"
"31","046","Barbarin"
"31","047","Bargota"
"31","048","Barillas"
"31","049","Basaburua"
"31","050","Baztan"
"31","137","Beintza-Labaien"
"31","051","Beire"
"31","052","Belascoáin"
"31","250","Bera/Vera de Bidasoa"
"31","053","Berbinzana"
"31","905","Beriáin"
"31","902","Berrioplano"
"31","903","Berriozar"
"31","054","Bertizarana"
"31","055","Betelu"
"31",253,"Bidaurreta"
"31","056","Biurrun-Olcoz"
"31","057","Buñuel"
"31","059","Burgui/Burgi"
"31","060","Burlada/Burlata"
"31","061","Busto (El)"
"31","062","Cabanillas"
"31","063","Cabredo"
"31","064","Cadreita"
"31","065","Caparroso"
"31","066","Cárcar"
"31","067","Carcastillo"
"31","068","Cascante"
"31","069","Cáseda"
"31","070","Castejón"
"31","071","Castillonuevo"
"31","072","Cintruénigo"
"31","074","Cirauqui"
"31","075","Ciriza"
"31","076","Cizur"
"31","077","Corella"
"31","078","Cortes"
"31","079","Desojo"
"31","080","Dicastillo"
"31","081","Donamaria"
"31","221","Doneztebe/Santesteban"
"31","083","Echarri"
"31","086","Egüés"
"31","087","Elgorriaga"
"31","089","Enériz"
"31","090","Eratsun"
"31","091","Ergoiena"
"31","092","Erro"
"31","094","Eslava"
"31","095","Esparza de Salazar"
"31","096","Espronceda"
"31","097","Estella/Lizarra"
"31","098","Esteribar"
"31","099","Etayo"
"31","082","Etxalar"
"31","084","Etxarri-Aranatz"
"31","085","Etxauri"
"31","100","Eulate"
"31","101","Ezcabarte"
"31","093","Ezcároz/Ezkaroze"
"31","102","Ezkurra"
"31","103","Ezprogui"
"31","104","Falces"
"31","105","Fitero"
"31","106","Fontellas"
"31","107","Funes"
"31","108","Fustiñana"
"31","109","Galar"
"31","110","Gallipienzo"
"31","111","Gallués/Galoze"
"31","112","Garaioa"
"31","113","Garde"
"31","114","Garínoain"
"31","115","Garralda"
"31","116","Genevilla"
"31","117","Goizueta"
"31","118","Goñi"
"31","119","Güesa/Gorza"
"31","120","Guesálaz"
"31","121","Guirguillano"
"31","256","Hiriberri/Villanueva de Aezkoa"
"31","122","Huarte/Uharte"
"31","124","Ibargoiti"
"31","259","Igantzi"
"31","125","Igúzquiza"
"31","126","Imotz"
"31","127","Irañeta"
"31","904","Irurtzun"
"31","128","Isaba/Izaba"
"31","129","Ituren"
"31","130","Iturmendi"
"31","131","Iza"
"31","132","Izagaondoa"
"31","133","Izalzu/Itzaltzu"
"31","134","Jaurrieta"
"31","135","Javier"
"31","136","Juslapeña"
"31","138","Lakuntza"
"31","139","Lana"
"31","140","Lantz"
"31","141","Lapoblación"
"31","142","Larraga"
"31","143","Larraona"
"31","144","Larraun"
"31","145","Lazagurría"
"31","146","Leache"
"31","147","Legarda"
"31","148","Legaria"
"31","149","Leitza"
"31","908","Lekunberri"
"31","150","Leoz"
"31","151","Lerga"
"31","152","Lerín"
"31","153","Lesaka"
"31","154","Lezáun"
"31","155","Liédena"
"31","156","Lizoáin"
"31","157","Lodosa"
"31","158","Lónguida/Longida"
"31","159","Lumbier"
"31","160","Luquin"
"31","248","Luzaide/Valcarlos"
"31","161","Mañeru"
"31","162","Marañón"
"31","163","Marcilla"
"31","164","Mélida"
"31","165","Mendavia"
"31","166","Mendaza"
"31","167","Mendigorría"
"31","168","Metauten"
"31","169","Milagro"
"31","170","Mirafuentes"
"31","171","Miranda de Arga"
"31","172","Monreal"
"31","173","Monteagudo"
"31","174","Morentin"
"31","175","Mues"
"31","176","Murchante"
"31","177","Murieta"
"31","178","Murillo el Cuende"
"31","179","Murillo el Fruto"
"31","180","Muruzábal"
"31","181","Navascués"
"31","182","Nazar"
"31","088","Noáin (Valle de Elorz)/Noain (Elortzibar)"
"31","183","Obanos"
"31","184","Oco"
"31","185","Ochagavía"
"31","186","Odieta"
"31","187","Oitz"
"31","188","Olaibar"
"31","189","Olazti/Olazagutía"
"31","190","Olejua"
"31","191","Olite"
"31","192","Olóriz"
"31","193","Olza"
"31","194","Ollo"
"31","195","Orbaitzeta"
"31","196","Orbara"
"31","906","Orcoyen"
"31","197","Orísoain"
"31","198","Oronz"
"31","199","Oroz-Betelu"
"31","211","Orreaga/Roncesvalles"
"31","200","Oteiza"
"31","201","Pamplona/Iruña"
"31","202","Peralta"
"31","203","Petilla de Aragón"
"31","204","Piedramillera"
"31","205","Pitillas"
"31","206","Puente la Reina/Gares"
"31","207","Pueyo"
"31","208","Ribaforada"
"31","209","Romanzado"
"31","210","Roncal/Erronkari"
"31","212","Sada"
"31","213","Saldías"
"31","214","Salinas de Oro"
"31","215","San Adrián"
"31","217","San Martín de Unx"
"31","216","Sangüesa/Zangoza"
"31","219","Sansol"
"31","220","Santacara"
"31","222","Sarriés/Sartze"
"31","223","Sartaguda"
"31","224","Sesma"
"31","225","Sorlada"
"31","226","Sunbilla"
"31","227","Tafalla"
"31","228","Tiebas-Muruarte de Reta"
"31","229","Tirapu"
"31","230","Torralba del Río"
"31","231","Torres del Río"
"31","232","Tudela"
"31","233","Tulebras"
"31","234","Ucar"
"31","123","Uharte-Arakil"
"31","235","Ujué"
"31","236","Ultzama"
"31","237","Unciti"
"31","238","Unzué"
"31","239","Urdazubi/Urdax"
"31","240","Urdiain"
"31","241","Urraul Alto"
"31","242","Urraul Bajo"
"31","244","Urrotz"
"31","243","Urroz"
"31","245","Urzainqui"
"31","246","Uterga"
"31","247","Uztárroz/Uztarroze"
"31","249","Valtierra"
"31","251","Viana"
"31","252","Vidángoz/Bidankoze"
"31","254","Villafranca"
"31","255","Villamayor de Monjardín"
"31","257","Villatuerta"
"31","258","Villava/Atarrabia"
"31","260","Yerri"
"31","261","Yesa"
"31","262","Zabalza"
"31","073","Ziordia"
"31","907","Zizur Mayor/Zizur Nagusia"
"31","263","Zubieta"
"31","264","Zugarramurdi"
"31","265","Zúñiga"
